,MONTH,SERVICE_CATEGORY,CLAIM_SPECIALTY,PAYER,PAID_AMOUNT
39065,2019-11-30,AncillaryFFS,URGENT CARE CENTER,Payer W,1165
39066,2019-11-30,AncillaryFFS,Urgent Care Facility,Payer UN,2373
39067,2019-11-30,AncillaryFFS,UROLOGY,Payer F,279
39068,2019-11-30,AncillaryFFS,Urology,Payer UN,-46
39069,2019-11-30,AncillaryFFS,VASCULAR SURGERY,Payer CA,102
39070,2019-11-30,AncillaryFFS,VISION,Payer F,17343
39071,2019-11-30,AncillaryFFS,VISION,Payer O,650
39072,2019-11-30,AncillaryFFS,WOUND,Payer W,342
39073,2019-11-30,AncillaryFFS,Wound Care Center,Payer S,350
39074,2019-11-30,AncillaryFFS,WOUND CARE SPECIALISTS,Payer F,1012
39075,2019-11-30,AncillaryFFS,WOUND CARE SPECIALISTS,Payer O,986
39076,2019-11-30,AncillaryFFS,WOUNDCARE,Payer CA,903
39077,2019-11-30,ASCServices,ABULATORY SURGICAL CENTER,Payer CO,1068
39078,2019-11-30,ASCServices,AMBULATORY SURGERY CENTER,Payer B,622
39079,2019-11-30,ASCServices,Ambulatory Surgery Center,Payer S,2349
39080,2019-11-30,ASCServices,AMBULATORY SURGICAL CENTER,Payer CA,10776
39081,2019-11-30,ASCServices,AMBULATORY SURGICAL CENTER,Payer F,13358
39082,2019-11-30,ASCServices,AMBULATORY SURGICAL CENTER,Payer O,669
39083,2019-11-30,ASCServices,Ambulatory Surgical Center,Payer UL,471
39084,2019-11-30,ASCServices,AMBULATORY SURGICAL CENTER,Payer W,7600
39085,2019-11-30,ASCServices,Ambulatory Surgical Centers,Payer UN,1704
39086,2019-11-30,ASCServices,ANES ASSIST,Payer CA,71
39087,2019-11-30,ASCServices,ANESTHESIOLOGIST,Payer H,1409
39088,2019-11-30,ASCServices,Anesthesiology,Payer B,201
39089,2019-11-30,ASCServices,ANESTHESIOLOGY,Payer CA,1825
39090,2019-11-30,ASCServices,ANESTHESIOLOGY,Payer CO,1326
39091,2019-11-30,ASCServices,ANESTHESIOLOGY,Payer F,6496
39092,2019-11-30,ASCServices,ANESTHESIOLOGY,Payer O,1049
39093,2019-11-30,ASCServices,Anesthesiology,Payer UN,418
39094,2019-11-30,ASCServices,ANESTHESIOLOGY,Payer W,633
39095,2019-11-30,ASCServices,"Anesthetist, Nurse",Payer S,545
39096,2019-11-30,ASCServices,ARNP,Payer CA,305
39097,2019-11-30,ASCServices,ASC,Payer F,34866
39098,2019-11-30,ASCServices,ASC,Payer O,5192
39099,2019-11-30,ASCServices,CARDIOLOGY,Payer F,619
39100,2019-11-30,ASCServices,CARDIOLOGY,Payer O,19
39101,2019-11-30,ASCServices,CARDIOLOGY,Payer W,0
39102,2019-11-30,ASCServices,CERTIFIED REGISTERED NURSE ANESTHETIST,Payer B,2385
39103,2019-11-30,ASCServices,Certified Registered Nurse Anesthetist (CRNA),Payer UL,260
39104,2019-11-30,ASCServices,COLON / RECTAL SURGERY,Payer CA,504
39105,2019-11-30,ASCServices,COLON / RECTAL SURGERY,Payer W,484
39106,2019-11-30,ASCServices,Colon/Rectal Surgery,Payer UN,224
39107,2019-11-30,ASCServices,COLORECTAL SURGERY,Payer F,68
39108,2019-11-30,ASCServices,DURABLE MEDICAL EQUIPMENT,Payer B,734
39109,2019-11-30,ASCServices,ENT,Payer F,190
39110,2019-11-30,ASCServices,Ent/Otolaryngology,Payer UN,228
39111,2019-11-30,ASCServices,Gastroenterology,Payer B,1866
39112,2019-11-30,ASCServices,GASTROENTEROLOGY,Payer CA,2679
39113,2019-11-30,ASCServices,GASTROENTEROLOGY,Payer CO,1961
39114,2019-11-30,ASCServices,GASTROENTEROLOGY,Payer F,10025
39115,2019-11-30,ASCServices,GASTROENTEROLOGY,Payer O,1720
39116,2019-11-30,ASCServices,Gastroenterology,Payer S,582
39117,2019-11-30,ASCServices,Gastroenterology,Payer UN,1871
39118,2019-11-30,ASCServices,GASTROENTEROLOGY,Payer W,718
39119,2019-11-30,ASCServices,General Practice,Payer S,521
39120,2019-11-30,ASCServices,GENERAL SURGERY,Payer F,1131
39121,2019-11-30,ASCServices,GENERAL SURGERY,Payer O,1017
39122,2019-11-30,ASCServices,General Surgery,Payer UN,0
39123,2019-11-30,ASCServices,HAND SURGERY,Payer F,2272
39124,2019-11-30,ASCServices,HOSPITAL,Payer CA,0
39125,2019-11-30,ASCServices,INDEPENDENT LAB,Payer F,343
39126,2019-11-30,ASCServices,INDEPENDENT LAB,Payer O,1798
39127,2019-11-30,ASCServices,INTERNAL MEDICINE,Payer B,337
39128,2019-11-30,ASCServices,MEDICAL DOCTOR,Payer H,4603
39129,2019-11-30,ASCServices,NEPHROLOGY,Payer F,543
39130,2019-11-30,ASCServices,NEPHROLOGY,Payer W,316
39131,2019-11-30,ASCServices,NEUROLOGICAL SURGERY,Payer CA,1028
39132,2019-11-30,ASCServices,NURSE ANESTHETIST,Payer H,179
39133,2019-11-30,ASCServices,OBSTETRICS & GYNECOLOGY,Payer F,0
39134,2019-11-30,ASCServices,OPHTHALMOLOGY,Payer CA,372
39135,2019-11-30,ASCServices,OPHTHALMOLOGY,Payer CO,1246
39136,2019-11-30,ASCServices,Ophthamology,Payer B,1329
39137,2019-11-30,ASCServices,Opthalmology,Payer UN,1112
39138,2019-11-30,ASCServices,Orthopedic Surgery,Payer B,2113
39139,2019-11-30,ASCServices,ORTHOPEDIC SURGERY,Payer CA,2477
39140,2019-11-30,ASCServices,ORTHOPEDIC SURGERY,Payer F,2679
39141,2019-11-30,ASCServices,ORTHOPEDIC SURGERY,Payer O,800
39142,2019-11-30,ASCServices,Orthopedic Surgery,Payer UN,0
39143,2019-11-30,ASCServices,ORTHOPEDIC SURGERY,Payer W,0
39144,2019-11-30,ASCServices,OSTEOPATH,Payer H,470
39145,2019-11-30,ASCServices,PAIN MANAGEMENT,Payer CA,435
39146,2019-11-30,ASCServices,PAIN MANAGEMENT,Payer CO,2157
39147,2019-11-30,ASCServices,PAIN MANAGEMENT,Payer F,815
39148,2019-11-30,ASCServices,PAIN MANAGEMENT,Payer O,1096
39149,2019-11-30,ASCServices,PAIN MANAGEMENT,Payer W,310
39150,2019-11-30,ASCServices,Pathology,Payer B,2305
39151,2019-11-30,ASCServices,PATHOLOGY,Payer CA,179
39152,2019-11-30,ASCServices,PATHOLOGY,Payer CO,365
39153,2019-11-30,ASCServices,PATHOLOGY,Payer F,2338
39154,2019-11-30,ASCServices,PATHOLOGY,Payer O,634
39155,2019-11-30,ASCServices,Pathology,Payer S,92
39156,2019-11-30,ASCServices,PHYS MEDICINE REHAB,Payer F,495
39157,2019-11-30,ASCServices,PHYS MEDICINE REHAB,Payer O,1093
39158,2019-11-30,ASCServices,PHYSICAL MEDICINE & REHAB,Payer CA,983
39159,2019-11-30,ASCServices,PHYSICAL MEDICINE & REHABILITATION,Payer W,553
39160,2019-11-30,ASCServices,PHYSICAL THERAPY,Payer CA,108
39161,2019-11-30,ASCServices,PHYSICIAN'S ASSISTANT,Payer CA,272
39162,2019-11-30,ASCServices,Physician/Gastroenterology,Payer UL,412
39163,2019-11-30,ASCServices,PLASTIC SURGERY,Payer O,1571
39164,2019-11-30,ASCServices,SPTMED,Payer W,1320
39165,2019-11-30,ASCServices,SURGICAL CENTER,Payer H,31640
39166,2019-11-30,ASCServices,UROLOGY,Payer CA,1510
39167,2019-11-30,ASCServices,UROLOGY,Payer F,1712
39168,2019-11-30,ASCServices,UROLOGY,Payer O,2169
39169,2019-11-30,ASCServices,UROLOGY,Payer W,267
39170,2019-11-30,ASCServices,VASCULAR SURGERY,Payer O,436
39171,2019-11-30,ERServices,ADVANCED RN PRACT,Payer CA,1832
39172,2019-11-30,ERServices,ANESTHESIOLOGY,Payer F,471
39173,2019-11-30,ERServices,Anesthesiology,Payer UN,215
39174,2019-11-30,ERServices,ARNP,Payer CA,505
39175,2019-11-30,ERServices,CARD ELECTROPHYSIOLO,Payer CA,24
39176,2019-11-30,ERServices,CARDIAC ELECTROPHYSIOLOGY,Payer F,12
39177,2019-11-30,ERServices,CARDIOLOGY,Payer CA,77
39178,2019-11-30,ERServices,CARDIOLOGY,Payer F,1458
39179,2019-11-30,ERServices,CARDIOLOGY,Payer O,462
39180,2019-11-30,ERServices,Cardiology,Payer S,41
39181,2019-11-30,ERServices,Cardiology,Payer UN,8
39182,2019-11-30,ERServices,CARDIOLOGY,Payer W,246
39183,2019-11-30,ERServices,Cardiology/Cardiovascular Disease,Payer B,21
39184,2019-11-30,ERServices,CARDIOVASCULAR SURGERY,Payer CA,168
39185,2019-11-30,ERServices,CARDIOVASCULAR SURGERY,Payer CO,75
39186,2019-11-30,ERServices,CLINIC,Payer CO,33
39187,2019-11-30,ERServices,COLORECTAL SURGERY,Payer F,142
39188,2019-11-30,ERServices,CRITICAL CARE,Payer F,901
39189,2019-11-30,ERServices,DERMATOLOGY,Payer F,49
39190,2019-11-30,ERServices,DIAG X-RAY CLINIC,Payer H,447
39191,2019-11-30,ERServices,DIAGNOSTIC RADIOLOGY,Payer CA,1396
39192,2019-11-30,ERServices,DIAGNOSTIC RADIOLOGY,Payer CO,987
39193,2019-11-30,ERServices,DIAGNOSTIC RADIOLOGY,Payer F,526
39194,2019-11-30,ERServices,DIAGNOSTIC RADIOLOGY,Payer O,17
39195,2019-11-30,ERServices,Diagnostic Radiology,Payer S,1340
39196,2019-11-30,ERServices,Doctor of Psychology,Payer UN,0
39197,2019-11-30,ERServices,ElectroPhysiologic Study,Payer CA,15
39198,2019-11-30,ERServices,EMERGENCY MEDICINE,Payer CO,2000
39199,2019-11-30,ERServices,EMERGENCY MEDICINE,Payer F,35463
39200,2019-11-30,ERServices,EMERGENCY MEDICINE,Payer O,3995
39201,2019-11-30,ERServices,Emergency Medicine,Payer S,704
39202,2019-11-30,ERServices,Emergency Medicine,Payer UN,1265
39203,2019-11-30,ERServices,"Emergency Medicine, General Practice",Payer B,431
39204,2019-11-30,ERServices,EMERGENCY ROOM,Payer CA,15197
39205,2019-11-30,ERServices,EMERGENCY ROOM,Payer W,2766
39206,2019-11-30,ERServices,Family Medicine,Payer S,174
39207,2019-11-30,ERServices,FAMILY NURSE PRACTIONER,Payer CA,758
39208,2019-11-30,ERServices,Family Practice,Payer B,640
39209,2019-11-30,ERServices,FAMILY PRACTICE,Payer CA,646
39210,2019-11-30,ERServices,FAMILY PRACTICE,Payer CO,338
39211,2019-11-30,ERServices,FAMILY PRACTICE,Payer F,8204
39212,2019-11-30,ERServices,FAMILY PRACTICE,Payer O,800
39213,2019-11-30,ERServices,FAMILY PRACTICE,Payer W,1904
39214,2019-11-30,ERServices,Family Practice Nurse Prac,Payer S,385
39215,2019-11-30,ERServices,GASTROENTEROLOGY,Payer F,325
39216,2019-11-30,ERServices,GENERAL PRACTICE,Payer B,526
39217,2019-11-30,ERServices,GENERAL PRACTICE,Payer CA,1967
39218,2019-11-30,ERServices,GENERAL PRACTICE,Payer F,2262
39219,2019-11-30,ERServices,GENERAL PRACTICE,Payer W,433
39220,2019-11-30,ERServices,GENERAL SURGERY,Payer CA,2439
39221,2019-11-30,ERServices,GENERAL SURGERY,Payer F,607
39222,2019-11-30,ERServices,GENERAL SURGERY,Payer O,214
39223,2019-11-30,ERServices,GERIATRICS,Payer W,6
39224,2019-11-30,ERServices,HOSPITAL,Payer CA,60747
39225,2019-11-30,ERServices,HOSPITAL,Payer CO,5026
39226,2019-11-30,ERServices,HOSPITAL,Payer H,36644
39227,2019-11-30,ERServices,Hospital,Payer UN,7761
39228,2019-11-30,ERServices,HOSPITAL,Payer W,3722
39229,2019-11-30,ERServices,HOSPITAL ACUTE CARE,Payer B,2297
39230,2019-11-30,ERServices,Hospital-General,Payer UL,1247
39231,2019-11-30,ERServices,HOSPITALIST,Payer CO,8
39232,2019-11-30,ERServices,HOSPITALIST,Payer F,284
39233,2019-11-30,ERServices,HOSPITALIST,Payer O,72
39234,2019-11-30,ERServices,Hospitalist,Payer UN,543
39235,2019-11-30,ERServices,HOSPITALIST,Payer W,264
39236,2019-11-30,ERServices,INFECTIOUS DISEASES,Payer CA,307
39237,2019-11-30,ERServices,Internal Medicine,Payer B,208
39238,2019-11-30,ERServices,INTERNAL MEDICINE,Payer CA,601
39239,2019-11-30,ERServices,INTERNAL MEDICINE,Payer F,4634
39240,2019-11-30,ERServices,INTERNAL MEDICINE,Payer O,694
39241,2019-11-30,ERServices,Internal Medicine,Payer S,14
39242,2019-11-30,ERServices,Internal Medicine,Payer UN,337
39243,2019-11-30,ERServices,INTERNAL MEDICINE,Payer W,1947
39244,2019-11-30,ERServices,INTERVENTIONAL CARDIOLOGY,Payer CA,0
39245,2019-11-30,ERServices,INTERVENTIONAL CARDIOLOGY,Payer F,32
39246,2019-11-30,ERServices,INTERVENTIONAL CARDIOLOGY,Payer O,162
39247,2019-11-30,ERServices,INTERVENTIONAL CARDIOLOGY,Payer W,10
39248,2019-11-30,ERServices,INTERVENTIONAL RADIOLOGY,Payer CA,527
39249,2019-11-30,ERServices,INTERVENTIONAL RADIOLOGY,Payer F,1115
39250,2019-11-30,ERServices,INTERVENTIONAL RADIOLOGY,Payer O,610
39251,2019-11-30,ERServices,LABORATORY,Payer W,0
39252,2019-11-30,ERServices,MEDICAL DOCTOR,Payer H,12430
39253,2019-11-30,ERServices,MULT,Payer CA,159
39254,2019-11-30,ERServices,NEUROLOGY,Payer CA,313
39255,2019-11-30,ERServices,NEUROLOGY,Payer CO,142
39256,2019-11-30,ERServices,Neurology,Payer S,59
39257,2019-11-30,ERServices,NEURORADIOLOGY,Payer CA,71
39258,2019-11-30,ERServices,NEURORADIOLOGY,Payer F,387
39259,2019-11-30,ERServices,NURSE PRACTITIONER,Payer CA,1736
39260,2019-11-30,ERServices,Nurse Practitioner,Payer UL,159
39261,2019-11-30,ERServices,NURSE PRACTITIONERS,Payer H,365
39262,2019-11-30,ERServices,OSTEOPATH,Payer H,2180
39263,2019-11-30,ERServices,OUT,Payer F,84543
39264,2019-11-30,ERServices,OUT,Payer O,58216
39265,2019-11-30,ERServices,PATHOLOGY,Payer CA,0
39266,2019-11-30,ERServices,PATHOLOGY,Payer CO,12
39267,2019-11-30,ERServices,PATHOLOGY,Payer F,72
39268,2019-11-30,ERServices,Pathology,Payer S,0
39269,2019-11-30,ERServices,PATHOLOGY,Payer W,0
39270,2019-11-30,ERServices,PEDIATRICS,Payer F,773
39271,2019-11-30,ERServices,PHYSICIAN ASSISTANT,Payer B,171
39272,2019-11-30,ERServices,PHYSICIAN ASSISTANT,Payer H,541
39273,2019-11-30,ERServices,Physician Assistant,Payer S,617
39274,2019-11-30,ERServices,Physician Assistant,Payer UN,143
39275,2019-11-30,ERServices,PHYSICIAN ASSISTANT,Payer W,150
39276,2019-11-30,ERServices,PHYSICIAN'S ASSISTANT,Payer CA,2486
39277,2019-11-30,ERServices,Physician/Diagnostic Radiology,Payer UL,151
39278,2019-11-30,ERServices,Physician/Emergency Medicine,Payer UL,150
39279,2019-11-30,ERServices,PULMONARY DISEASES,Payer CA,188
39280,2019-11-30,ERServices,RADIATION ONCOLOGY,Payer F,305
39281,2019-11-30,ERServices,RADIOL,Payer W,959
39282,2019-11-30,ERServices,Radiology,Payer B,361
39283,2019-11-30,ERServices,RADIOLOGY,Payer CA,4013
39284,2019-11-30,ERServices,RADIOLOGY,Payer CO,1377
39285,2019-11-30,ERServices,RADIOLOGY,Payer F,5411
39286,2019-11-30,ERServices,RADIOLOGY,Payer O,1872
39287,2019-11-30,ERServices,Radiology,Payer UN,1838
39288,2019-11-30,ERServices,RADIOLOGY,Payer W,817
39289,2019-11-30,ERServices,Radiology (Diagnostic),Payer UN,114
39290,2019-11-30,ERServices,REGISTERED NURSE,Payer H,148
39291,2019-11-30,ERServices,RESPIRATORY THERAPY,Payer CA,571
39292,2019-11-30,ERServices,Surgical Assistant Employer,Payer B,435
39293,2019-11-30,ERServices,URGENT CARE MEDICINE,Payer F,1349
39294,2019-11-30,ERServices,URGENT CARE MEDICINE,Payer O,232
39295,2019-11-30,ERServices,UROLOGY,Payer CA,317
39296,2019-11-30,ERServices,UROLOGY,Payer F,204
39297,2019-11-30,ERServices,Vascular & Interventional Rad,Payer S,347
39298,2019-11-30,ERServices,VASCULAR & INTERVENTIONAL RADIOLOGY,Payer F,123
39299,2019-11-30,ERServices,VASCULAR & INTERVENTIONAL RADIOLOGY,Payer O,15
39300,2019-11-30,ERServices,VASCULAR SURGERY,Payer CA,13
39301,2019-11-30,ERServices,VASCULAR SURGERY,Payer F,23
39302,2019-11-30,InpatientServices,ADLMED,Payer W,410
39303,2019-11-30,InpatientServices,ADVANCED REGISTERED NURSE PRACTITIONER,Payer B,1022
39304,2019-11-30,InpatientServices,ADVANCED RN PRACT,Payer CA,527
39305,2019-11-30,InpatientServices,ALLERGY & IMMUNOLOGY,Payer O,200
39306,2019-11-30,InpatientServices,ANATOM,Payer W,62
39307,2019-11-30,InpatientServices,ANATOMIC AND CLINICAL PATHOLOGY,Payer F,663
39308,2019-11-30,InpatientServices,ANATOMIC AND CLINICAL PATHOLOGY,Payer O,1156
39309,2019-11-30,InpatientServices,ANES ASSIST,Payer CA,966
39310,2019-11-30,InpatientServices,ANESTHESIOLOGIST,Payer H,2005
39311,2019-11-30,InpatientServices,ANESTHESIOLOGY,Payer CA,7709
39312,2019-11-30,InpatientServices,ANESTHESIOLOGY,Payer CO,927
39313,2019-11-30,InpatientServices,ANESTHESIOLOGY,Payer F,11347
39314,2019-11-30,InpatientServices,ANESTHESIOLOGY,Payer O,2372
39315,2019-11-30,InpatientServices,Anesthesiology,Payer S,356
39316,2019-11-30,InpatientServices,Anesthesiology,Payer UN,531
39317,2019-11-30,InpatientServices,ANESTHESIOLOGY,Payer W,1046
39318,2019-11-30,InpatientServices,"Anesthetist, Nurse",Payer S,1194
39319,2019-11-30,InpatientServices,ARNP,Payer CA,644
39320,2019-11-30,InpatientServices,BLOOD BANK TRANSFU,Payer CO,61
39321,2019-11-30,InpatientServices,CARD ELECTROPHYSIOLO,Payer CA,658
39322,2019-11-30,InpatientServices,CARDE,Payer CO,552
39323,2019-11-30,InpatientServices,CARDIAC ELECTROPHYSIOLOGY,Payer F,1748
39324,2019-11-30,InpatientServices,CARDIAC ELECTROPHYSIOLOGY,Payer O,342
39325,2019-11-30,InpatientServices,CARDIAC ELECTROPHYSIOLOGY,Payer W,1575
39326,2019-11-30,InpatientServices,CARDIOLOGY,Payer CA,2839
39327,2019-11-30,InpatientServices,CARDIOLOGY,Payer CO,524
39328,2019-11-30,InpatientServices,CARDIOLOGY,Payer F,18127
39329,2019-11-30,InpatientServices,CARDIOLOGY,Payer O,3060
39330,2019-11-30,InpatientServices,Cardiology,Payer S,190
39331,2019-11-30,InpatientServices,Cardiology,Payer UN,616
39332,2019-11-30,InpatientServices,CARDIOLOGY,Payer W,876
39333,2019-11-30,InpatientServices,Cardiology/Cardiovascular Disease,Payer B,496
39334,2019-11-30,InpatientServices,CARDIOTHORACIC SURGE,Payer CA,114
39335,2019-11-30,InpatientServices,CARDIOTHORACIC SURGERY,Payer F,3977
39336,2019-11-30,InpatientServices,CARDIOTHORACIC SURGERY,Payer O,1310
39337,2019-11-30,InpatientServices,Cardiovascular Disease,Payer S,464
39338,2019-11-30,InpatientServices,CARDIOVASCULAR SURGERY,Payer CA,7051
39339,2019-11-30,InpatientServices,CARDIOVASCULAR SURGERY,Payer CO,642
39340,2019-11-30,InpatientServices,CERTIFIED NURSE ANESTHETIST,Payer B,581
39341,2019-11-30,InpatientServices,CERTIFIED REGISTERED NURSE ANESTHETIST,Payer B,1225
39342,2019-11-30,InpatientServices,CLINIC,Payer CA,36
39343,2019-11-30,InpatientServices,CLMIS,Payer CO,147
39344,2019-11-30,InpatientServices,COLON / RECTAL SURGERY,Payer CA,469
39345,2019-11-30,InpatientServices,Colon and Rectal Surgery,Payer B,1017
39346,2019-11-30,InpatientServices,COLORECTAL SURGERY,Payer F,1085
39347,2019-11-30,InpatientServices,COLORECTAL SURGERY,Payer O,346
39348,2019-11-30,InpatientServices,COMMUNITY MENTAL HEALTH CENTER,Payer W,287
39349,2019-11-30,InpatientServices,COVERING PHYSICIAN,Payer CA,141
39350,2019-11-30,InpatientServices,CRITICAL CARE,Payer CA,2120
39351,2019-11-30,InpatientServices,CRITICAL CARE,Payer F,3029
39352,2019-11-30,InpatientServices,CRITICAL CARE,Payer O,717
39353,2019-11-30,InpatientServices,CRITICAL CARE,Payer W,1074
39354,2019-11-30,InpatientServices,Critical Care Medicine,Payer S,189
39355,2019-11-30,InpatientServices,Critical/Intensive Care Med,Payer UN,2035
39356,2019-11-30,InpatientServices,CVS,Payer W,458
39357,2019-11-30,InpatientServices,DERMATOLOGY,Payer CA,336
39358,2019-11-30,InpatientServices,Dermatopathology,Payer S,86
39359,2019-11-30,InpatientServices,DIAG X-RAY CLINIC,Payer H,801
39360,2019-11-30,InpatientServices,DIAGNOSTIC RADIOLOGY,Payer CA,832
39361,2019-11-30,InpatientServices,DIAGNOSTIC RADIOLOGY,Payer CO,489
39362,2019-11-30,InpatientServices,DIAGNOSTIC RADIOLOGY,Payer F,1668
39363,2019-11-30,InpatientServices,Diagnostic Radiology,Payer S,780
39364,2019-11-30,InpatientServices,Doctor of Psychology,Payer UN,48
39365,2019-11-30,InpatientServices,ElectroPhysiologic Study,Payer CA,466
39366,2019-11-30,InpatientServices,EMERGENCY MEDICINE,Payer CO,651
39367,2019-11-30,InpatientServices,EMERGENCY MEDICINE,Payer F,705
39368,2019-11-30,InpatientServices,Emergency Medicine,Payer UN,0
39369,2019-11-30,InpatientServices,EMERGENCY ROOM,Payer CA,827
39370,2019-11-30,InpatientServices,EMERGENCY ROOM,Payer W,312
39371,2019-11-30,InpatientServices,ENDOCRINOLOGY,Payer CA,1002
39372,2019-11-30,InpatientServices,ENDOCRINOLOGY,Payer F,1104
39373,2019-11-30,InpatientServices,ENDOCRINOLOGY,Payer O,644
39374,2019-11-30,InpatientServices,ENDOCRINOLOGY,Payer W,732
39375,2019-11-30,InpatientServices,ENT,Payer CA,637
39376,2019-11-30,InpatientServices,ENT,Payer F,1320
39377,2019-11-30,InpatientServices,Family Medicine,Payer S,57
39378,2019-11-30,InpatientServices,FAMILY NURSE PRACTIONER,Payer CA,2351
39379,2019-11-30,InpatientServices,Family Practice,Payer B,302
39380,2019-11-30,InpatientServices,FAMILY PRACTICE,Payer CA,1765
39381,2019-11-30,InpatientServices,FAMILY PRACTICE,Payer CO,1860
39382,2019-11-30,InpatientServices,FAMILY PRACTICE,Payer F,9678
39383,2019-11-30,InpatientServices,FAMILY PRACTICE,Payer O,1725
39384,2019-11-30,InpatientServices,Family Practice,Payer UN,1182
39385,2019-11-30,InpatientServices,FAMILY PRACTICE,Payer W,888
39386,2019-11-30,InpatientServices,GASTROENTEROLOGY,Payer CA,2872
39387,2019-11-30,InpatientServices,GASTROENTEROLOGY,Payer CO,796
39388,2019-11-30,InpatientServices,GASTROENTEROLOGY,Payer F,3253
39389,2019-11-30,InpatientServices,GASTROENTEROLOGY,Payer O,918
39390,2019-11-30,InpatientServices,Gastroenterology,Payer UN,860
39391,2019-11-30,InpatientServices,GASTROENTEROLOGY,Payer W,662
39392,2019-11-30,InpatientServices,GENERAL PRACTICE,Payer CA,0
39393,2019-11-30,InpatientServices,GENERAL PRACTICE,Payer F,1684
39394,2019-11-30,InpatientServices,GENERAL PRACTICE,Payer O,801
39395,2019-11-30,InpatientServices,General Practice,Payer S,9
39396,2019-11-30,InpatientServices,GENERAL PRACTICE,Payer W,482
39397,2019-11-30,InpatientServices,GENERAL SPECIALIST,Payer CA,275
39398,2019-11-30,InpatientServices,General Surgery,Payer B,542
39399,2019-11-30,InpatientServices,GENERAL SURGERY,Payer CA,6154
39400,2019-11-30,InpatientServices,GENERAL SURGERY,Payer CO,504
39401,2019-11-30,InpatientServices,GENERAL SURGERY,Payer F,9475
39402,2019-11-30,InpatientServices,GENERAL SURGERY,Payer O,1190
39403,2019-11-30,InpatientServices,General Surgery,Payer UN,1424
39404,2019-11-30,InpatientServices,GENERAL SURGERY,Payer W,1546
39405,2019-11-30,InpatientServices,GERIATRICS,Payer CA,290
39406,2019-11-30,InpatientServices,GERIATRICS,Payer F,368
39407,2019-11-30,InpatientServices,GERIATRICS,Payer W,864
39408,2019-11-30,InpatientServices,GYNECOLOGIC ONCOLOGY,Payer F,616
39409,2019-11-30,InpatientServices,GYNECOLOGY,Payer F,90
39410,2019-11-30,InpatientServices,HAND SURGERY,Payer CO,2213
39411,2019-11-30,InpatientServices,HAND SURGERY,Payer F,1509
39412,2019-11-30,InpatientServices,HAPC,Payer W,412
39413,2019-11-30,InpatientServices,HEMATOLOGY,Payer CO,798
39414,2019-11-30,InpatientServices,HEMATOLOGY,Payer F,685
39415,2019-11-30,InpatientServices,HEMATOLOGY,Payer W,152
39416,2019-11-30,InpatientServices,Hematology / Oncology,Payer S,136
39417,2019-11-30,InpatientServices,Hematology/Oncology,Payer B,1282
39418,2019-11-30,InpatientServices,HEMATOLOGY/ONCOLOGY,Payer CA,898
39419,2019-11-30,InpatientServices,HEMATOLOGY/ONCOLOGY,Payer CO,649
39420,2019-11-30,InpatientServices,HEMATOLOGY/ONCOLOGY,Payer F,2013
39421,2019-11-30,InpatientServices,HEMATOLOGY/ONCOLOGY,Payer O,467
39422,2019-11-30,InpatientServices,HEMATOLOGY/ONCOLOGY,Payer W,1107
39423,2019-11-30,InpatientServices,HOSPICE,Payer F,1797
39424,2019-11-30,InpatientServices,HOSPICE AND PALLIATIVE CARE,Payer F,1474
39425,2019-11-30,InpatientServices,HOSPIT,Payer W,74
39426,2019-11-30,InpatientServices,HOSPITAL,Payer CA,372277
39427,2019-11-30,InpatientServices,HOSPITAL,Payer CO,42941
39428,2019-11-30,InpatientServices,HOSPITAL,Payer H,222358
39429,2019-11-30,InpatientServices,Hospital,Payer S,4585
39430,2019-11-30,InpatientServices,Hospital,Payer UN,17027
39431,2019-11-30,InpatientServices,HOSPITAL,Payer W,202989
39432,2019-11-30,InpatientServices,HOSPITAL ACUTE CARE,Payer B,15862
39433,2019-11-30,InpatientServices,Hospital-General,Payer UL,1608
39434,2019-11-30,InpatientServices,HOSPITALIST,Payer B,1796
39435,2019-11-30,InpatientServices,HOSPITALIST,Payer CO,1452
39436,2019-11-30,InpatientServices,HOSPITALIST,Payer F,5042
39437,2019-11-30,InpatientServices,HOSPITALIST,Payer O,1464
39438,2019-11-30,InpatientServices,Hospitalist,Payer S,1161
39439,2019-11-30,InpatientServices,Hospitalist,Payer UN,1135
39440,2019-11-30,InpatientServices,HOSPITALIST,Payer W,1637
39441,2019-11-30,InpatientServices,INDEPENDENT LAB,Payer F,712
39442,2019-11-30,InpatientServices,INFECTIOUS DISEASE,Payer F,7703
39443,2019-11-30,InpatientServices,INFECTIOUS DISEASE,Payer O,1481
39444,2019-11-30,InpatientServices,Infectious Disease,Payer UN,1532
39445,2019-11-30,InpatientServices,Infectious Diseases,Payer B,158
39446,2019-11-30,InpatientServices,INFECTIOUS DISEASES,Payer CA,5881
39447,2019-11-30,InpatientServices,INFECTIOUS DISEASES,Payer CO,485
39448,2019-11-30,InpatientServices,Infectious Diseases,Payer S,178
39449,2019-11-30,InpatientServices,INFECTIOUS DISEASES,Payer W,1712
39450,2019-11-30,InpatientServices,INP,Payer F,1429980
39451,2019-11-30,InpatientServices,INP,Payer O,325711
39452,2019-11-30,InpatientServices,INTERNAL MEDICINE,Payer B,2383
39453,2019-11-30,InpatientServices,INTERNAL MEDICINE,Payer CA,18154
39454,2019-11-30,InpatientServices,INTERNAL MEDICINE,Payer CO,698
39455,2019-11-30,InpatientServices,INTERNAL MEDICINE,Payer F,26127
